"SHOW,LISTEN,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,DECLARE", 1
"SHOW,LISTEN,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,DECLARE", 1
"SHOW,LISTEN,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,DECLARE", 1
"SHOW,LISTEN,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,DECLARE", 1
"SHOW,LISTEN,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,DECLARE", 1
"SHOW,LISTEN,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,DECLARE", 1
"SHOW,LISTEN,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,DECLARE", 1
"SET,SET", 1
"SHOW,LISTEN,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,DECLARE", 1
"SHOW,LISTEN,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,FETCH,CLOSE,COMMIT,SELECT,SELECT,SELECT,START,DECLARE,DECLARE", 1
